gname	eventid	iyear	imonth	iday	country_txt	region_txt	latitude	longitude	crit1	crit2	crit3	doubtterr	alternative_txt	success	suicide	attacktype1_txt	targtype1_txt	natlty1_txt	nperps	nperpcap	weaptype1_txt	nkill	nkillus	nkillter	nwound	nwoundus	nwoundte	property	propvalue	ishostkid	nhostkid	ransom	galias
Basque Fatherland and Freedom (ETA)	197903170004	1979	3	17	Spain	Western Europe	43.22048	-2.021122	1	1	0	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	1000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197505070001	1975	5	7	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197505100003	1975	5	10	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	1000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197712030009	1977	12	3	Spain	Western Europe	43.32412	-1.929857	1	1	1	-9	NA	0	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198910140005	1989	10	14	France	Western Europe	43.387537	-1.675432	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Business	France	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198206060001	1982	6	6	Spain	Western Europe	43.32412	-1.929857	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197505140001	1975	5	14	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197712030008	1977	12	3	Spain	Western Europe	43.325239	-3.011475	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	3	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	3000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197505150001	1975	5	15	Spain	Western Europe	43.317073	-2.678975	1	1	0	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199007060013	1990	7	6	Spain	Western Europe	43.003305	-2.612578	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197812090001	1978	12	9	Spain	Western Europe	NA	NA	1	1	1	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197805280004	1978	5	28	Spain	Western Europe	43.136978	-2.073914	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	3	NA	NA	1	3000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198910150004	1989	10	15	Spain	Western Europe	43.230556	-2.845833	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197812090002	1978	12	9	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	NA	NA	NA	0	NA	NA	1	NA	NA	0	NA	1	1	0	ETA
Basque Fatherland and Freedom (ETA)	197805280002	1978	5	28	Spain	Western Europe	43.136978	-2.073914	1	1	0	-9	NA	0	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	3	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198011030012	1980	11	3	Spain	Western Europe	43.280364	-2.171588	1	1	0	-9	NA	1	0	Armed Assault	Business	Spain	2	NA	Firearms	5	NA	NA	5	NA	NA	1	5000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198001150015	1980	1	15	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198512230015	1985	12	23	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198605030004	1986	5	3	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Assassination	Private Citizens & Property	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198412070001	1984	12	7	Spain	Western Europe	43.230556	-2.845833	1	1	0	-9	NA	1	0	Bombing/Explosion	Military	Spain	NA	NA	Explosives/Bombs/Dynamite	3	NA	NA	11	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199404040004	1994	4	4	Spain	Western Europe	43.256963	-2.923441	1	1	0	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197803010007	1978	3	1	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	7000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197806060003	1978	6	6	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	2000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199108030023	1991	8	3	Spain	Western Europe	42.846718	-2.671635	1	1	0	-9	NA	1	0	Bombing/Explosion	Military	Spain	2	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197903170002	1979	3	17	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Assassination	Military	Spain	3	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197802060002	1978	2	6	Spain	Western Europe	42.085135	-4.434511	1	1	1	-9	NA	1	0	Bombing/Explosion	Telecommunication	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	130000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199204230016	1992	4	23	Spain	Western Europe	43.338233	-1.789272	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198211140003	1982	11	14	Spain	Western Europe	43.090476	-2.31322	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	2	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	1	0	ETA
Basque Fatherland and Freedom (ETA)	197803010006	1978	3	1	Spain	Western Europe	42.846718	-2.671635	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	300	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199401250004	1994	1	25	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197711260001	1977	11	26	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198608180007	1986	8	18	Spain	Western Europe	38.72602	-7.213667	1	1	1	-9	NA	1	0	Assassination	Military	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198812230002	1988	12	23	Spain	Western Europe	43.143332	-2.962985	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	2	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197904050011	1979	4	5	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	1	NA	NA	0	NA	NA	1	5000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197908040028	1979	8	4	Spain	Western Europe	43.18418	-2.473289	1	1	0	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198412190003	1984	12	19	Spain	Western Europe	41.497858	-0.149284	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	United States	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197904150002	1979	4	15	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Assassination	Government (General)	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197712060001	1977	12	6	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	3	NA	NA	0	NA	NA	0	NA	NA	0	NA	1	1	1	ETA
Basque Fatherland and Freedom (ETA)	197906060002	1979	6	6	Spain	Western Europe	43.118217	-2.413358	1	1	1	-9	NA	1	0	Assassination	Business	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198207160005	1982	7	16	Spain	Western Europe	42.846718	-2.671635	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197701000001	1977	1	0	Spain	Western Europe	43.066466	-2.489145	1	1	0	-9	NA	1	0	Assassination	Military	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197503310002	1975	3	31	Spain	Western Europe	43.280364	-2.171588	1	1	1	-9	NA	1	0	Bombing/Explosion	Religious Figures/Institutions	Spain	0	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200009100004	2000	9	10	Spain	Western Europe	43.295562	-2.353894	1	1	1	0	NA	1	0	Bombing/Explosion	Business	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	NA	NA	1	2	0	ETA
Basque Fatherland and Freedom (ETA)	198310130004	1983	10	13	Spain	Western Europe	43.311307	-1.900896	1	1	0	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197908150007	1979	8	15	Spain	Western Europe	43.054198	-2.178116	1	1	0	-9	NA	0	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	2	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198001150016	1980	1	15	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200009140002	2000	9	14	Spain	Western Europe	43.320812	-1.984447	1	1	1	0	NA	1	0	Assassination	Government (General)	Spain	NA	0	Firearms	0	0	0	1	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198307300005	1983	7	30	Spain	Western Europe	43.303261	-2.204363	1	1	0	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	2	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197503310003	1975	3	31	Spain	Western Europe	43.278322	-2.126597	1	1	1	-9	NA	1	0	Bombing/Explosion	Religious Figures/Institutions	Spain	0	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197706050001	1977	6	5	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	8000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197908180003	1979	8	18	Spain	Western Europe	43.267549	-1.975814	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197806060004	1978	6	6	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	0	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197910080009	1979	10	8	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197908180001	1979	8	18	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	0	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198411180001	1984	11	18	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	4	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197903050001	1979	3	5	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	2000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197810030003	1978	10	3	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	0	0	Hostage Taking (Kidnapping)	Military	Spain	NA	NA	NA	1	NA	NA	0	NA	NA	0	NA	1	1	1	ETA
Basque Fatherland and Freedom (ETA)	198412180004	1984	12	18	Spain	Western Europe	NA	NA	1	1	0	-9	NA	1	0	Bombing/Explosion	Utilities	United States	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	1e+05	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197803010010	1978	3	1	Spain	Western Europe	43.507604	-5.604447	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	5000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198004160014	1980	4	16	Spain	Western Europe	43.338233	-1.789272	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	2	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197705120004	1977	5	12	Spain	Western Europe	43.07563	-2.223667	1	1	0	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	10	NA	NA	1	2500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198101090002	1981	1	9	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	0	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199007060014	1990	7	6	Spain	Western Europe	43.003305	-2.612578	1	1	1	-9	NA	1	0	Bombing/Explosion	Transportation	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200307220003	2003	7	22	Spain	Western Europe	38.34521	-0.480995	1	1	1	0	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	0	0	6.5	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198502080003	1985	2	8	Spain	Western Europe	43.1839	-2.265466	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	France	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	30000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197903300004	1979	3	30	Spain	Western Europe	43.20752	-2.887839	1	1	1	-9	NA	0	0	Assassination	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199007060008	1990	7	6	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	0	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197910080010	1979	10	8	Spain	Western Europe	43.407097	-3.884337	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	3	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197705180001	1977	5	18	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198203260006	1982	3	26	Spain	Western Europe	43.07563	-2.223667	1	1	1	-9	NA	1	0	Assassination	Telecommunication	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197801160006	1978	1	16	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	2	NA	NA	3	NA	2	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198109160003	1981	9	16	Spain	Western Europe	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198207160004	1982	7	16	Spain	Western Europe	42.846718	-2.671635	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197704290005	1977	4	29	Spain	Western Europe	43.136978	-2.073914	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	3	NA	Firearms	1	NA	NA	0	NA	NA	1	280000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198503220001	1985	3	22	Spain	Western Europe	43.297222	-2.991667	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	12000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197903170003	1979	3	17	Spain	Western Europe	43.054198	-2.178116	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	4	NA	Firearms	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199510200003	1995	10	20	Spain	Western Europe	39.470239	-0.376805	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197806060002	1978	6	6	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	5000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198206030010	1982	6	3	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Assassination	Military	Spain	4	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197706040008	1977	6	4	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200809210010	2008	9	21	Spain	Western Europe	42.846718	-2.671635	0	1	1	0	NA	1	0	Facility/Infrastructure Attack	Police	Spain	-99	0	Incendiary	0	0	0	0	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198806070009	1988	6	7	Spain	Western Europe	43.215187	-2.415702	1	1	1	-9	NA	1	0	Assassination	Business	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200203210002	2002	3	21	Spain	Western Europe	43.278322	-2.126597	1	1	1	0	NA	1	0	Assassination	Government (General)	Spain	2	0	Firearms	1	0	0	0	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	197910270006	1979	10	27	Spain	Western Europe	43.090476	-2.31322	1	1	1	-9	NA	1	0	Assassination	Government (General)	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197901280003	1979	1	28	Spain	Western Europe	41.387917	2.169919	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Tourists	France	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197903070011	1979	3	7	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	4	NA	NA	0	NA	NA	0	NA	NA	0	NA	1	2	1	ETA
Basque Fatherland and Freedom (ETA)	197302200001	1973	2	20	Spain	Western Europe	43.18418	-2.473289	1	1	1	-9	NA	1	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198105010006	1981	5	1	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	0	0	NA	0	1	59000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197903160001	1979	3	16	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Assassination	Private Citizens & Property	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198503220002	1985	3	22	Spain	Western Europe	43.311307	-1.900896	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	12000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198101050001	1981	1	5	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	0	0	Assassination	Government (General)	Spain	NA	NA	Incendiary	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197802250008	1978	2	25	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	0	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197911160007	1979	11	16	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198003110004	1980	3	11	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198101190010	1981	1	19	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198011000004	1980	11	0	France	Western Europe	43.232951	0.078082	1	1	1	-9	NA	1	0	Assassination	Private Citizens & Property	France	NA	NA	NA	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197805200006	1978	5	20	Spain	Western Europe	43.3282	-3.031509	1	1	0	-9	NA	1	0	Armed Assault	Police	Spain	2	NA	Firearms	0	NA	NA	0	NA	NA	1	2500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200002220001	2000	2	22	Spain	Western Europe	42.846718	-2.671635	1	1	1	0	NA	1	0	Assassination	Government (General)	Spain	NA	0	Explosives/Bombs/Dynamite	2	0	0	0	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	197803010005	1978	3	1	Spain	Western Europe	43.318245	-1.967563	1	1	1	-9	NA	1	0	Bombing/Explosion	Airports & Airlines	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200412060008	2004	12	6	Spain	Western Europe	38.34521	-0.480995	1	1	1	0	NA	1	0	Bombing/Explosion	NA	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198707050003	1987	7	5	France	Western Europe	43.281442	-1.180601	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	France	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199002280007	1990	2	28	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	0	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198503170001	1985	3	17	Spain	Western Europe	43.320812	-1.984447	1	1	0	-9	NA	1	0	Bombing/Explosion	Military	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197105080001	1971	5	8	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	0	0	Hostage Taking (Kidnapping)	Government (Diplomatic)	France	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	1	1	ETA
