gname	eventid	iyear	imonth	iday	country_txt	region_txt	latitude	longitude	crit1	crit2	crit3	doubtterr	alternative_txt	success	suicide	attacktype1_txt	targtype1_txt	natlty1_txt	nperps	nperpcap	weaptype1_txt	nkill	nkillus	nkillter	nwound	nwoundus	nwoundte	property	propvalue	ishostkid	nhostkid	ransom	galias
Revolutionary Armed Forces of Colombia (FARC)	200303110004	2003	3	11	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Business	Colombia	NA	0	Explosives/Bombs/Dynamite	1	0	0	6	0	0	NA	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198304300001	1983	4	30	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Police	Colombia	NA	NA	Firearms	11	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200810230015	2008	10	23	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Private Citizens & Property	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	1	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200810230016	2008	10	23	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	NA	Colombia	-99	5	Explosives/Bombs/Dynamite	0	0	0	2	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199110240005	1991	10	24	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	6	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200901240017	2009	1	24	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Armed Assault	Police	Colombia	-99	0	Firearms	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200601200005	2006	1	20	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Assassination	Government (General)	Colombia	1	0	Firearms	1	0	0	0	0	0	0	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199811010001	1998	11	1	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Police	Colombia	700	0	Explosives/Bombs/Dynamite	80	0	NA	NA	0	NA	1	NA	1	45	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198204190011	1982	4	19	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Police	Colombia	5	NA	Firearms	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200904130013	2009	4	13	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	-99	0	Firearms	1	0	0	4	0	0	0	NA	1	2	-9	FARC
Revolutionary Armed Forces of Colombia (FARC)	200806110027	2008	6	11	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Facility/Infrastructure Attack	Transportation	Colombia	-99	0	Incendiary	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	201105220006	2011	5	22	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	-99	0	Firearms	3	0	0	2	0	0	-9	NA	1	200	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200203030001	2002	3	0	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Assassination	Government (General)	Colombia	-99	0	Firearms	3	0	0	0	0	0	0	NA	-9	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198610210003	1986	10	21	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	4	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200202280003	2002	2	28	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Facility/Infrastructure Attack	Utilities	Colombia	NA	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	201103010028	2011	3	1	Colombia	South America	NA	NA	1	0	1	1	Insurgency/Guerilla Action	1	0	Armed Assault	Government (General)	Colombia	-99	0	Firearms	2	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200504150002	2005	4	15	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Hostage Taking (Barricade Incident)	Other	Colombia	NA	0	Firearms	0	0	0	0	0	0	0	NA	1	6	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198211080005	1982	11	8	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	3	NA	NA	6	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200809150016	2008	9	15	Colombia	South America	NA	NA	0	1	1	0	NA	1	0	Bombing/Explosion	Government (General)	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199812290001	1998	12	29	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Military	Colombia	NA	0	Firearms	30	0	NA	NA	0	NA	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199105230012	1991	5	23	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Government (General)	Colombia	20	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	1	1	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199709010009	1997	9	1	Colombia	South America	NA	NA	1	0	1	-9	NA	1	0	Assassination	Private Citizens & Property	Colombia	NA	NA	Firearms	7	NA	NA	0	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198801160003	1988	1	16	Venezuela	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Venezuela	NA	NA	Firearms	10	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198209210003	1982	9	21	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	3	NA	NA	1	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198301260005	1983	1	26	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	1	NA	NA	2	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	201002200003	2010	2	20	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	-99	0	Firearms	0	0	0	5	0	0	1	NA	1	-99	-9	FARC
Revolutionary Armed Forces of Colombia (FARC)	201002190028	2010	2	19	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Hostage Taking (Kidnapping)	Government (General)	Colombia	-99	0	NA	0	0	0	0	0	0	0	NA	1	1	-9	FARC
Revolutionary Armed Forces of Colombia (FARC)	199012260001	1990	12	26	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Colombia	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	50000	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200906040006	2009	6	4	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Bombing/Explosion	Utilities	Colombia	-99	0	Explosives/Bombs/Dynamite	2	0	0	7	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	201002200005	2010	2	20	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	-99	0	Firearms	0	0	0	5	0	0	1	NA	1	-99	-9	FARC
Revolutionary Armed Forces of Colombia (FARC)	201011220009	2010	11	22	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Utilities	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198205040008	1982	5	4	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Hostage Taking (Kidnapping)	Military	Colombia	15	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	1	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200908200065	2009	8	20	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Bombing/Explosion	Government (General)	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	600875.13	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198304270002	1983	4	27	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	NA	Police	Colombia	NA	NA	NA	3	NA	NA	4	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198301020003	1983	1	2	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	30	NA	Firearms	3	NA	NA	3	NA	NA	1	10000	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199706060009	1997	6	6	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	NA	NA	Firearms	4	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199210240003	1992	10	24	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Utilities	Great Britain	8	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198105250007	1981	5	25	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	NA	Colombia	13	NA	Firearms	6	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200703160006	2007	3	16	Colombia	South America	NA	NA	1	1	1	1	Other Crime Type	1	0	Bombing/Explosion	Private Citizens & Property	Colombia	NA	0	Explosives/Bombs/Dynamite	5	0	0	10	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200303100004	2003	3	10	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Utilities	Colombia	NA	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198404220009	1984	4	22	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	NA	NA	Firearms	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	201009090024	2010	9	9	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Bombing/Explosion	Utilities	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200007010001	2000	7	1	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Police	Colombia	NA	0	Explosives/Bombs/Dynamite	1	0	0	30	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200203040003	2002	4	3	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Hostage Taking (Kidnapping)	Government (General)	Colombia	-99	0	NA	0	0	0	0	0	0	0	NA	1	1	-9	FARC
Revolutionary Armed Forces of Colombia (FARC)	199808030018	1998	8	3	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Explosives/Bombs/Dynamite	NA	0	NA	NA	0	NA	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199205100009	1992	5	10	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Great Britain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198401280004	1984	1	28	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Bombing/Explosion	Military	Colombia	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198810050012	1988	10	5	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Private Citizens & Property	Colombia	NA	NA	Firearms	1	NA	NA	0	NA	NA	1	NA	1	15	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	201104050023	2011	4	5	Colombia	South America	NA	NA	1	0	1	0	NA	0	0	Bombing/Explosion	Utilities	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	0	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199508290009	1995	8	29	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Business	Colombia	NA	NA	Firearms	17	NA	NA	0	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198802200007	1988	2	20	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Police	Colombia	NA	NA	Firearms	5	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198807220006	1988	7	22	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	2	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200205140004	2002	5	14	Colombia	South America	NA	NA	1	1	1	1	Insurgency/Guerilla Action	0	0	Unarmed Assault	Military	Colombia	NA	0	Chemical	0	0	0	4	0	0	0	NA	-9	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200209180003	2002	9	18	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Hostage Taking (Kidnapping)	Private Citizens & Property	Colombia	-99	0	Firearms	11	0	0	NA	0	0	0	NA	1	22	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198311150006	1983	11	15	Colombia	South America	NA	NA	1	1	1	-9	NA	0	0	Assassination	Business	Colombia	NA	NA	Firearms	0	NA	NA	1	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200504080002	2005	4	8	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Assassination	Government (General)	Colombia	NA	0	Firearms	1	0	0	0	0	0	0	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198501210004	1985	1	21	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	NA	NA	Firearms	NA	NA	NA	NA	NA	NA	1	NA	1	0	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199808030021	1998	8	3	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Explosives/Bombs/Dynamite	NA	0	NA	NA	0	NA	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199607090005	1996	7	9	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Private Citizens & Property	Colombia	NA	NA	Explosives/Bombs/Dynamite	2	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	201006270026	2010	6	27	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Bombing/Explosion	Business	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199608210005	1996	8	21	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	5	NA	NA	3	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198206000005	1982	6	0	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	NA	Business	Colombia	NA	NA	NA	2	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198707160005	1987	7	16	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	5	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199102050005	1991	2	5	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Airports & Airlines	Colombia	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200907170033	2009	7	17	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Bombing/Explosion	Business	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200405190001	2004	5	19	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Government (General)	Colombia	NA	1	Explosives/Bombs/Dynamite	0	0	0	2	0	0	0	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200912070024	2009	12	7	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Bombing/Explosion	Business	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	2	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200801300011	2008	1	30	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	NA	NA	Firearms	2	0	0	0	0	0	0	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199607060001	1996	7	6	Peru	South America	NA	NA	1	1	1	-9	NA	1	0	NA	Police	Peru	NA	NA	NA	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199102060018	1991	2	6	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Transportation	Colombia	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	20000	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200206270007	2002	6	27	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Religious Figures/Institutions	Colombia	2	0	Firearms	1	0	0	0	0	0	NA	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199808030020	1998	8	3	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Explosives/Bombs/Dynamite	NA	0	NA	NA	0	NA	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200912170017	2009	12	17	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Bombing/Explosion	NGO	Colombia	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	-9	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199102070004	1991	2	7	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Transportation	Colombia	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198503230001	1985	3	23	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	NA	Private Citizens & Property	Colombia	39	NA	NA	2	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199707250008	1997	7	25	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Assassination	Private Citizens & Property	Colombia	NA	NA	Firearms	8	NA	NA	0	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	201003190014	2010	3	19	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Armed Assault	Transportation	Colombia	-99	0	Firearms	0	0	0	1	0	0	1	NA	1	2	-9	FARC
Revolutionary Armed Forces of Colombia (FARC)	200107110003	2001	11	7	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Hostage Taking (Kidnapping)	Government (Diplomatic)	Colombia	-99	0	NA	NA	0	0	NA	0	0	0	NA	1	1	1	FARC
Revolutionary Armed Forces of Colombia (FARC)	199210240001	1992	10	24	Colombia	South America	NA	NA	1	1	1	-9	NA	0	0	Armed Assault	Private Citizens & Property	Colombia	NA	NA	Firearms	1	NA	NA	2	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198703230022	1987	3	23	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Assassination	Religious Figures/Institutions	Colombia	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199108100010	1991	8	10	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	6	NA	NA	1	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200810230014	2008	10	23	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Government (Diplomatic)	Germany	-99	0	Explosives/Bombs/Dynamite	0	0	0	3	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	200206260001	2002	6	26	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Hostage Taking (Kidnapping)	Government (General)	Colombia	NA	0	Firearms	0	0	0	0	0	0	NA	NA	1	1	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198304270001	1983	4	27	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Assassination	Police	Colombia	30	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	201006280014	2010	6	28	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Facility/Infrastructure Attack	Business	Colombia	-99	0	Incendiary	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198505100003	1985	5	10	Colombia	South America	NA	NA	1	1	1	-9	NA	0	0	Bombing/Explosion	Private Citizens & Property	Colombia	150	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	0	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200303180005	2003	3	18	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Other	Colombia	NA	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199101020007	1991	1	2	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Police	Colombia	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200303260005	2003	3	26	Colombia	South America	NA	NA	1	1	1	0	NA	0	0	Bombing/Explosion	Utilities	Colombia	NA	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	0	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	201005300011	2010	5	30	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	-99	0	NA	0	0	0	1	0	0	-9	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198312190004	1983	12	19	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Armed Assault	Military	Colombia	NA	NA	Firearms	4	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199509020013	1995	9	2	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Bombing/Explosion	Military	Colombia	NA	NA	Explosives/Bombs/Dynamite	4	NA	NA	6	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200301070002	2003	1	7	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Armed Assault	Police	Colombia	NA	0	Firearms	8	0	0	5	0	NA	0	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	199701300008	1997	1	30	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Colombia	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	1	1	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199407190007	1994	7	19	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Business	Colombia	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199101010004	1991	1	1	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Assassination	Police	Colombia	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199102060011	1991	2	6	Colombia	South America	NA	NA	1	1	0	-9	NA	1	0	Bombing/Explosion	Military	Colombia	NA	NA	Explosives/Bombs/Dynamite	7	NA	NA	0	NA	NA	1	20000	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199703080004	1997	3	8	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	NA	Police	Colombia	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199108100012	1991	8	10	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Police	Colombia	NA	NA	Firearms	7	NA	NA	0	NA	NA	1	10000	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	200303040010	2003	3	4	Colombia	South America	NA	NA	1	1	1	0	NA	1	0	Bombing/Explosion	Utilities	Colombia	NA	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
Revolutionary Armed Forces of Colombia (FARC)	198301290008	1983	1	29	Colombia	South America	NA	NA	1	0	1	-9	NA	1	0	Bombing/Explosion	Business	Colombia	100	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199710160004	1997	10	16	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Private Citizens & Property	Colombia	80	NA	Explosives/Bombs/Dynamite	14	NA	NA	5	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	197903080002	1979	3	8	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Assassination	Private Citizens & Property	Colombia	NA	NA	NA	6	NA	NA	0	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198907230003	1989	7	23	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Assassination	Government (General)	Colombia	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	198401230008	1984	1	23	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	Colombia	NA	NA	Firearms	2	NA	NA	3	NA	NA	1	NA	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	199011120008	1990	11	12	Colombia	South America	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Colombia	NA	NA	Explosives/Bombs/Dynamite	7	NA	NA	4	NA	NA	1	15000	0	NA	0	FARC
Revolutionary Armed Forces of Colombia (FARC)	201006240012	2010	6	24	Colombia	South America	NA	NA	1	0	1	0	NA	1	0	Facility/Infrastructure Attack	Business	Colombia	-99	0	Incendiary	0	0	0	0	0	0	1	NA	0	NA	NA	FARC
